duplicate_customer_id,original_customer_id
DUP2269,LC132161
DUP2270,LC127500
DUP2271,LC142979
DUP2272,LC174772
DUP2273,LC173419
DUP2274,LC102884
DUP2275,LC136123
DUP2276,LC106193
DUP2277,LC105638
DUP2278,LC174740
DUP2279,LC129887
DUP2280,LC138055
DUP2281,LC192213
DUP2282,LC198115
DUP2283,LC133202
DUP2284,LC116121
DUP2285,LC115812
DUP2286,LC194881
DUP2287,LC189979
DUP2288,LC120318
DUP2289,LC166413
DUP2290,LC107990
DUP2291,LC101584
DUP2292,LC190536
DUP2293,LC133886
DUP2294,LC163206
DUP2295,LC131621
DUP2296,LC175972
DUP2297,LC185500
DUP2298,LC121868
DUP2299,LC144019
DUP2300,LC134101
DUP2301,LC142014
DUP2302,LC133578
DUP2303,LC145156
DUP2304,LC121548
DUP2305,LC136752
DUP2306,LC111697
DUP2307,LC119208
DUP2308,LC169221
DUP2309,LC184354
DUP2310,LC190002
DUP2311,LC124908
DUP2312,LC143966
DUP2313,LC123218
DUP2314,LC181567
DUP2315,LC136742
DUP2316,LC142700
DUP2317,LC184378
DUP2318,LC150558
DUP2319,LC126029
DUP2320,LC101839
DUP2321,LC106902
DUP2322,LC195670
DUP2323,LC168549
DUP2324,LC182908
DUP2325,LC142855
DUP2326,LC181338
DUP2327,LC186443
DUP2328,LC182794
DUP2329,LC173805
DUP2330,LC161002
DUP2331,LC161223
DUP2332,LC168610
DUP2333,LC199138
DUP2334,LC100907
DUP2335,LC190502
DUP2336,LC133482
DUP2337,LC136099
DUP2338,LC150835
DUP2339,LC141502
DUP2340,LC186865
DUP2341,LC104281
DUP2342,LC144273
DUP2343,LC155863
DUP2344,LC118721
DUP2345,LC105844
DUP2346,LC196248
DUP2347,LC131559
DUP2348,LC125379
DUP2349,LC187794
DUP2350,LC121946
DUP2351,LC128725
DUP2352,LC169957
DUP2353,LC153638
DUP2354,LC185364
DUP2355,LC124785
DUP2356,LC182278
DUP2357,LC118545
DUP2358,LC115264
DUP2359,LC197728
DUP2360,LC166271
DUP2361,LC176975
DUP2362,LC124280
DUP2363,LC190082
DUP2364,LC124953
DUP2365,LC152774
DUP2366,LC177746
DUP2367,LC132008
DUP2368,LC192215
DUP2369,LC146158
DUP2370,LC190715
DUP2371,LC136660
DUP2372,LC135700
DUP2373,LC125617
DUP2374,LC128346
DUP2375,LC125786
DUP2376,LC174906
DUP2377,LC128969
DUP2378,LC193075
DUP2379,LC152335
DUP2380,LC123884
DUP2381,LC178225
DUP2382,LC199761
DUP2383,LC172010
DUP2384,LC176123
DUP2385,LC156478
DUP2386,LC167483
DUP2387,LC105447
DUP2388,LC108294
DUP2389,LC196803
DUP2390,LC162987
DUP2391,LC145373
DUP2392,LC168234
DUP2393,LC176716
DUP2394,LC146706
DUP2395,LC121280
DUP2396,LC119005
DUP2397,LC117179
DUP2398,LC127722
DUP2399,LC133030
DUP2400,LC114807
DUP2401,LC142562
DUP2402,LC105093
DUP2403,LC117003
DUP2404,LC155574
DUP2405,LC187688
DUP2406,LC120987
DUP2407,LC137765
DUP2408,LC178645
DUP2409,LC172701
DUP2410,LC122579
DUP2411,LC108538
DUP2412,LC190917
DUP2413,LC157231
DUP2414,LC149385
DUP2415,LC119472
DUP2416,LC110449
DUP2417,LC131933
DUP2418,LC103669
DUP2419,LC130775
DUP2420,LC199490
DUP2421,LC167186
DUP2422,LC170876
DUP2423,LC111418
DUP2424,LC118629
DUP2425,LC138246
DUP2426,LC134417
DUP2427,LC191628
DUP2428,LC192572
DUP2429,LC198374
DUP2430,LC155778
DUP2431,LC156097
DUP2432,LC138288
DUP2433,LC105077
DUP2434,LC156242
DUP2435,LC173761
DUP2436,LC193925
DUP2437,LC108436
DUP2438,LC199792
DUP2439,LC135567
DUP2440,LC114034
DUP2441,LC197646
DUP2442,LC129870
DUP2443,LC117580
DUP2444,LC195523
DUP2445,LC182529
DUP2446,LC117008
DUP2447,LC144351
DUP2448,LC144820
DUP2449,LC105269
DUP2450,LC149346
DUP2451,LC117482
DUP2452,LC114616
DUP2453,LC109316
DUP2454,LC132714
DUP2455,LC118141
DUP2456,LC116380
DUP2457,LC132461
DUP2458,LC147359
DUP2459,LC127009
DUP2460,LC169379
DUP2461,LC159637
DUP2462,LC114351
DUP2463,LC128214
DUP2464,LC168245
DUP2465,LC181741
DUP2466,LC191432
DUP2467,LC147663
DUP2468,LC153967
DUP2469,LC113981
DUP2470,LC194554
DUP2471,LC112814
DUP2472,LC121116
DUP2473,LC194177
DUP2474,LC185299
DUP2475,LC122698
DUP2476,LC113424
DUP2477,LC112337
DUP2478,LC114894
DUP2479,LC134421
DUP2480,LC136153
DUP2481,LC125770
DUP2482,LC116480
DUP2483,LC165389
DUP2484,LC129420
DUP2485,LC102507
DUP2486,LC184385
DUP2487,LC143537
DUP2488,LC158386
DUP2489,LC196253
DUP2490,LC110252
DUP2491,LC124826
DUP2492,LC175928
DUP2493,LC139017
DUP2494,LC185490
DUP2495,LC108792
DUP2496,LC158784
DUP2497,LC101957
DUP2498,LC123789
DUP2499,LC111080
